Position,TrackName,Artist,Streams,URL,date,Region
50,Blem,Drake,1249244,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt,4/12/17,global
1,Shape of You,Ed Sheeran,5985290,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,4/13/17,global
2,Something Just Like This,The Chainsmokers,4280776,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,4/13/17,global
3,It Ain't Me (with Selena Gomez),Kygo,3816060,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,4/13/17,global
4,HUMBLE.,Kendrick Lamar,3793197,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,4/13/17,global
5,Mask Off,Future,3730661,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,4/13/17,global
6,Passionfruit,Drake,3702674,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,4/13/17,global
7,That's What I Like,Bruno Mars,3351881,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,4/13/17,global
8,Stay (with Alessia Cara),Zedd,3283391,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,4/13/17,global
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,3180588,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,4/13/17,global
10,Symphony (feat. Zara Larsson),Clean Bandit,3122652,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,4/13/17,global
11,Paris,The Chainsmokers,3023946,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,4/13/17,global
12,Galway Girl,Ed Sheeran,2762712,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,4/13/17,global
13,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2568485,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,4/13/17,global
14,Sign of the Times,Harry Styles,2532639,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,4/13/17,global
15,Slide,Calvin Harris,2526092,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,4/13/17,global
16,Issues,Julia Michaels,2464576,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,4/13/17,global
17,Scared to Be Lonely,Martin Garrix,2458628,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,4/13/17,global
18,iSpy (feat. Lil Yachty),KYLE,2086343,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,4/13/17,global
19,"I Don��t Wanna Live Forever (Fifty Shades Darker) - From Fifty Shades Darker (Original Motion Picture Soundtrack)""""",ZAYN,2071136,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,4/13/17,global
20,XO TOUR Llif3,Lil Uzi Vert,2024828,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4/13/17,global
21,Cold,Maroon 5,2017572,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,4/13/17,global
22,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1986882,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,4/13/17,global
23,The One,The Chainsmokers,1979114,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,4/13/17,global
24,Believer,Imagine Dragons,1967801,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,4/13/17,global
25,You Don't Know Me - Radio Edit,Jax Jones,1953858,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,4/13/17,global
26,Call On Me - Ryan Riback Extended Remix,Starley,1783856,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,4/13/17,global
27,Solo Dance,Martin Jensen,1762759,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,4/13/17,global
28,Castle on the Hill,Ed Sheeran,1738164,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,4/13/17,global
29,SUBEME LA RADIO,Enrique Iglesias,1712651,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,4/13/17,global
30,I Feel It Coming,The Weeknd,1700888,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,4/13/17,global
31,Closer,The Chainsmokers,1675786,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,4/13/17,global
32,Chained To The Rhythm,Katy Perry,1671530,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,4/13/17,global
33,Portland,Drake,1655691,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,4/13/17,global
34,Location,Khalid,1583249,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,4/13/17,global
35,Congratulations,Post Malone,1573933,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,4/13/17,global
36,Starboy,The Weeknd,1543980,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,4/13/17,global
37,Say You Won't Let Go,James Arthur,1535958,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,4/13/17,global
38,Green Light,Lorde,1533691,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5,4/13/17,global
39,Me Reh�_so,Danny Ocean,1489832,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,4/13/17,global
40,Chantaje,Shakira,1445898,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,4/13/17,global
41,Selfish,Future,1444961,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA,4/13/17,global
42,Tunnel Vision,Kodak Black,1439688,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,4/13/17,global
43,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1436283,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,4/13/17,global
44,Perfect,Ed Sheeran,1435696,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,4/13/17,global
45,El Amante,Nicky Jam,1432267,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,4/13/17,global
46,Now Or Never,Halsey,1415801,https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e,4/13/17,global
47,Weak,AJR,1326381,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,4/13/17,global
48,Fake Love,Drake,1310544,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,4/13/17,global
49,Blem,Drake,1252015,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt,4/13/17,global
50,Happier,Ed Sheeran,1243193,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,4/13/17,global
1,HUMBLE.,Kendrick Lamar,6577558,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,4/14/17,global
2,Shape of You,Ed Sheeran,5726828,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,4/14/17,global
3,DNA.,Kendrick Lamar,5264594,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,4/14/17,global
4,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,4189773,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,4/14/17,global
5,ELEMENT.,Kendrick Lamar,4105779,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,4/14/17,global
6,Something Just Like This,The Chainsmokers,4027515,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,4/14/17,global
7,YAH.,Kendrick Lamar,3762994,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni,4/14/17,global
8,BLOOD.,Kendrick Lamar,3648690,https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT,4/14/17,global
9,It Ain't Me (with Selena Gomez),Kygo,3615319,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,4/14/17,global
10,Mask Off,Future,3603179,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,4/14/17,global
11,FEEL.,Kendrick Lamar,3550240,https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF,4/14/17,global
12,Passionfruit,Drake,3472967,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,4/14/17,global
13,That's What I Like,Bruno Mars,3237193,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,4/14/17,global
14,PRIDE.,Kendrick Lamar,3230464,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,4/14/17,global
15,XXX. FEAT. U2.,Kendrick Lamar,3206982,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF,4/14/17,global
16,Stay (with Alessia Cara),Zedd,3119273,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,4/14/17,global
17,LOVE. FEAT. ZACARI.,Kendrick Lamar,3005687,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,4/14/17,global
18,LUST.,Kendrick Lamar,2940374,https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp,4/14/17,global
19,Despacito (Featuring Daddy Yankee),Luis Fonsi,2938725,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,4/14/17,global
20,Symphony (feat. Zara Larsson),Clean Bandit,2930733,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,4/14/17,global
21,Paris,The Chainsmokers,2837559,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,4/14/17,global
22,Galway Girl,Ed Sheeran,2656660,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,4/14/17,global
23,FEAR.,Kendrick Lamar,2514335,https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6,4/14/17,global
24,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2509899,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,4/14/17,global
25,Slide,Calvin Harris,2392341,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,4/14/17,global
26,Issues,Julia Michaels,2326645,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,4/14/17,global
27,Scared to Be Lonely,Martin Garrix,2301755,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,4/14/17,global
28,DUCKWORTH.,Kendrick Lamar,2243713,https://open.spotify.com/track/0y9uTzK9cNKSAEHnpeRG8C,4/14/17,global
29,Sign of the Times,Harry Styles,2241411,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,4/14/17,global
30,GOD.,Kendrick Lamar,2221983,https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I,4/14/17,global
31,iSpy (feat. Lil Yachty),KYLE,2088447,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,4/14/17,global
32,You Don't Know Me - Radio Edit,Jax Jones,1977152,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,4/14/17,global
33,XO TOUR Llif3,Lil Uzi Vert,1943504,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4/14/17,global
34,"I Don��t Wanna Live Forever (Fifty Shades Darker) - From Fifty Shades Darker (Original Motion Picture Soundtrack)""""",ZAYN,1926774,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,4/14/17,global
35,Cold,Maroon 5,1895813,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,4/14/17,global
36,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1888374,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,4/14/17,global
37,Believer,Imagine Dragons,1845989,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,4/14/17,global
38,The One,The Chainsmokers,1763173,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,4/14/17,global
39,Solo Dance,Martin Jensen,1728912,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,4/14/17,global
40,Call On Me - Ryan Riback Extended Remix,Starley,1726277,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,4/14/17,global
41,Castle on the Hill,Ed Sheeran,1662268,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,4/14/17,global
42,I Feel It Coming,The Weeknd,1615498,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,4/14/17,global
43,Closer,The Chainsmokers,1613301,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,4/14/17,global
44,Portland,Drake,1577350,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,4/14/17,global
45,SUBEME LA RADIO,Enrique Iglesias,1573672,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,4/14/17,global
46,Chained To The Rhythm,Katy Perry,1547798,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,4/14/17,global
47,Congratulations,Post Malone,1529916,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,4/14/17,global
48,Location,Khalid,1509167,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,4/14/17,global
49,Starboy,The Weeknd,1477444,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,4/14/17,global
50,Say You Won't Let Go,James Arthur,1447327,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,4/14/17,global
1,HUMBLE.,Kendrick Lamar,5985290,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,4/15/17,global
2,Shape of You,Ed Sheeran,5525951,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,4/15/17,global
3,DNA.,Kendrick Lamar,4593493,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,4/15/17,global
4,Something Just Like This,The Chainsmokers,3728319,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,4/15/17,global
5,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3438387,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,4/15/17,global
6,It Ain't Me (with Selena Gomez),Kygo,3418153,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,4/15/17,global
7,ELEMENT.,Kendrick Lamar,3388297,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,4/15/17,global
8,Mask Off,Future,3359394,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,4/15/17,global
9,Passionfruit,Drake,3207667,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,4/15/17,global
10,That's What I Like,Bruno Mars,3077756,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,4/15/17,global
11,Stay (with Alessia Cara),Zedd,2961937,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,4/15/17,global
12,Despacito (Featuring Daddy Yankee),Luis Fonsi,2839431,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,4/15/17,global
13,YAH.,Kendrick Lamar,2825636,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni,4/15/17,global
14,Symphony (feat. Zara Larsson),Clean Bandit,2800738,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,4/15/17,global
15,FEEL.,Kendrick Lamar,2735585,https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF,4/15/17,global
16,XXX. FEAT. U2.,Kendrick Lamar,2647984,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF,4/15/17,global
17,LOVE. FEAT. ZACARI.,Kendrick Lamar,2628652,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,4/15/17,global
18,Paris,The Chainsmokers,2597234,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,4/15/17,global
19,PRIDE.,Kendrick Lamar,2571342,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,4/15/17,global
20,Galway Girl,Ed Sheeran,2495692,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,4/15/17,global
21,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2414585,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,4/15/17,global
22,LUST.,Kendrick Lamar,2410940,https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp,4/15/17,global
23,BLOOD.,Kendrick Lamar,2320959,https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT,4/15/17,global
24,Slide,Calvin Harris,2208888,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,4/15/17,global
25,Issues,Julia Michaels,2166321,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,4/15/17,global
26,Scared to Be Lonely,Martin Garrix,2163098,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,4/15/17,global
27,FEAR.,Kendrick Lamar,2072403,https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6,4/15/17,global
28,Sign of the Times,Harry Styles,1980307,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,4/15/17,global
29,iSpy (feat. Lil Yachty),KYLE,1914284,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,4/15/17,global
30,You Don't Know Me - Radio Edit,Jax Jones,1838459,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,4/15/17,global
31,DUCKWORTH.,Kendrick Lamar,1825047,https://open.spotify.com/track/0y9uTzK9cNKSAEHnpeRG8C,4/15/17,global
32,GOD.,Kendrick Lamar,1813717,https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I,4/15/17,global
33,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1779055,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,4/15/17,global
34,Cold,Maroon 5,1773148,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,4/15/17,global
35,"I Don��t Wanna Live Forever (Fifty Shades Darker) - From Fifty Shades Darker (Original Motion Picture Soundtrack)""""",ZAYN,1766329,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,4/15/17,global
36,XO TOUR Llif3,Lil Uzi Vert,1762727,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4/15/17,global
37,Believer,Imagine Dragons,1752185,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,4/15/17,global
38,Solo Dance,Martin Jensen,1617036,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,4/15/17,global
39,Call On Me - Ryan Riback Extended Remix,Starley,1601793,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,4/15/17,global
40,The One,The Chainsmokers,1568406,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,4/15/17,global
41,SUBEME LA RADIO,Enrique Iglesias,1543370,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,4/15/17,global
42,I Feel It Coming,The Weeknd,1522490,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,4/15/17,global
43,Castle on the Hill,Ed Sheeran,1521268,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,4/15/17,global
44,Closer,The Chainsmokers,1502576,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,4/15/17,global
45,Chained To The Rhythm,Katy Perry,1458242,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,4/15/17,global
46,Congratulations,Post Malone,1445660,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,4/15/17,global
47,Portland,Drake,1442709,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,4/15/17,global
48,Location,Khalid,1406114,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,4/15/17,global
49,Starboy,The Weeknd,1361430,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,4/15/17,global
50,Say You Won't Let Go,James Arthur,1331976,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,4/15/17,global
1,HUMBLE.,Kendrick Lamar,5023778,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,4/16/17,global
2,Shape of You,Ed Sheeran,5009330,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,4/16/17,global
3,DNA.,Kendrick Lamar,3660203,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,4/16/17,global
4,Something Just Like This,The Chainsmokers,3359262,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,4/16/17,global
5,It Ain't Me (with Selena Gomez),Kygo,3097291,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,4/16/17,global
6,Mask Off,Future,2982173,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,4/16/17,global
7,Passionfruit,Drake,2897990,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,4/16/17,global
8,That's What I Like,Bruno Mars,2808350,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,4/16/17,global
9,Stay (with Alessia Cara),Zedd,2726322,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,4/16/17,global
10,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,2677701,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,4/16/17,global
11,ELEMENT.,Kendrick Lamar,2609257,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,4/16/17,global
12,Despacito (Featuring Daddy Yankee),Luis Fonsi,2583409,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,4/16/17,global
13,Symphony (feat. Zara Larsson),Clean Bandit,2537937,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,4/16/17,global
14,Paris,The Chainsmokers,2315406,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,4/16/17,global
15,Galway Girl,Ed Sheeran,2276157,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,4/16/17,global
16,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2135419,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,4/16/17,global
17,LOVE. FEAT. ZACARI.,Kendrick Lamar,2097368,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,4/16/17,global
18,YAH.,Kendrick Lamar,2059427,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni,4/16/17,global
19,FEEL.,Kendrick Lamar,1997396,https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF,4/16/17,global
20,Issues,Julia Michaels,1996816,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,4/16/17,global
21,Slide,Calvin Harris,1982324,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,4/16/17,global
22,XXX. FEAT. U2.,Kendrick Lamar,1979103,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF,4/16/17,global
23,Scared to Be Lonely,Martin Garrix,1937867,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,4/16/17,global
24,PRIDE.,Kendrick Lamar,1896025,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,4/16/17,global
25,Sign of the Times,Harry Styles,1880753,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,4/16/17,global
26,LUST.,Kendrick Lamar,1785416,https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp,4/16/17,global
27,iSpy (feat. Lil Yachty),KYLE,1732601,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,4/16/17,global
28,You Don't Know Me - Radio Edit,Jax Jones,1677901,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,4/16/17,global
29,"I Don��t Wanna Live Forever (Fifty Shades Darker) - From Fifty Shades Darker (Original Motion Picture Soundtrack)""""",ZAYN,1604503,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,4/16/17,global
30,XO TOUR Llif3,Lil Uzi Vert,1601128,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4/16/17,global
31,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1596734,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,4/16/17,global
32,Cold,Maroon 5,1592508,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,4/16/17,global
33,BLOOD.,Kendrick Lamar,1571871,https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT,4/16/17,global
34,Believer,Imagine Dragons,1564476,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,4/16/17,global
35,FEAR.,Kendrick Lamar,1521692,https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6,4/16/17,global
36,Solo Dance,Martin Jensen,1429497,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,4/16/17,global
37,The One,The Chainsmokers,1421554,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,4/16/17,global
38,Call On Me - Ryan Riback Extended Remix,Starley,1408744,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,4/16/17,global
39,Castle on the Hill,Ed Sheeran,1402279,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,4/16/17,global
40,SUBEME LA RADIO,Enrique Iglesias,1393111,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,4/16/17,global
41,I Feel It Coming,The Weeknd,1374898,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,4/16/17,global
42,Closer,The Chainsmokers,1369999,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,4/16/17,global
43,GOD.,Kendrick Lamar,1348357,https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I,4/16/17,global
44,DUCKWORTH.,Kendrick Lamar,1338341,https://open.spotify.com/track/0y9uTzK9cNKSAEHnpeRG8C,4/16/17,global
45,Congratulations,Post Malone,1324048,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,4/16/17,global
46,Location,Khalid,1311132,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,4/16/17,global
47,Portland,Drake,1288232,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,4/16/17,global
48,Chained To The Rhythm,Katy Perry,1285407,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,4/16/17,global
49,Say You Won't Let Go,James Arthur,1274203,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,4/16/17,global
50,Me Reh�_so,Danny Ocean,1221578,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,4/16/17,global
1,HUMBLE.,Kendrick Lamar,5654803,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,4/17/17,global
2,Shape of You,Ed Sheeran,5387938,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,4/17/17,global
3,DNA.,Kendrick Lamar,4130445,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,4/17/17,global
4,Something Just Like This,The Chainsmokers,3744117,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,4/17/17,global
5,It Ain't Me (with Selena Gomez),Kygo,3429400,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,4/17/17,global
6,Mask Off,Future,3200036,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,4/17/17,global
7,Passionfruit,Drake,3122175,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,4/17/17,global
8,That's What I Like,Bruno Mars,3074620,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,4/17/17,global
9,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3054346,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,4/17/17,global
10,Stay (with Alessia Cara),Zedd,3034359,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,4/17/17,global
11,ELEMENT.,Kendrick Lamar,2974112,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,4/17/17,global
